ID,Green,Open/Closed/Fallen,Age(1-4),Damage(0-3),Counted,Day,Comments
PC2505,17,O,1,0,Y,50,
PC2505,17,O,1,0,Y,51,
PC2505,17,O,1,0,Y,52,
PC2505,17,F,,,,53,
PC2505,17,F,,,,54,
PC2505,17,F,,,,55,
PC2505,17,F,,,,56,
PC2505,17,FR,,,,57,
PC2505,17,FR,,,,58,
PC2505,17,FR,,,,59,
PC2505,17,FR,,,,60,
PC2505,17,FR,,,,61,
PC2505,17,FR,,,,62,
PC2505,17,FR,,,,63,
PB0392,18,C,,,,54,
PB0392,18,O,1,0,Y,55,
PB0392,18,O,1,0,Y,56,
PB0392,18,O,1,0,Y,57,
PB0392,18,O,1,0,Y,58,
PB0392,18,F,,,,59,
PB0392,18,F,,,,60,
PB0392,18,F,,,,61,
PB0392,18,F,,,,62,
PB0392,18,F,,,,63,
PB0761,18,O,1,0,Y,48,
PB0761,18,O,1,0,Y,49,
PB0761,18,F,NA,NA,NA,50,
PB0761,18,F,NA,NA,NA,51,
PB0761,18,F,,,,52,
PB0761,18,F,,,,53,
PB0761,18,F,,,,54,
PB0761,18,F,,,,55,
PB0761,18,F,,,,56,
PB0761,18,F,,,,57,
PB0761,18,F,,,,58,
PB0761,18,F,,,,59,
PB0761,18,F,,,,60,
PB0761,18,F,,,,61,
PB0761,18,F,,,,62,
PB0761,18,F,,,,63,
PC0211,18,O,1,0,Y,48,
PC0211,18,O,1,0,Y,49,
PC0211,18,O,1,0,Y,50,
PC0211,18,F,NA,NA,NA,51,
PC0211,18,F,,,,52,
PC0211,18,F,,,,53,
PC0211,18,F,,,,54,
PC0211,18,F,,,,55,
PC0211,18,F,,,,56,
PC0211,18,F,,,,57,
PC0211,18,F,,,,58,
PC0211,18,F,,,,59,
PC0211,18,F,,,,60,
PC0211,18,F,,,,61,
PC0211,18,F,,,,62,
PC0211,18,F,,,,63,
PB0392,19,C,,,,54,
PB0392,19,O,1,0,Y,55,
PB0392,19,O,1,0,Y,56,
PB0392,19,O,1,0,Y,57,
PB0392,19,O,1,1,Y,58,
PB0392,19,O,1,0,Y,59,
PB0392,19,O,2,0,Y,60,
PB0392,19,O,4,0,N,61,
PB0392,19,F,,,,62,
PB0392,19,F,,,,63,
PC0214,19,C,NA,0,N,48,
PC0214,19,O,1,1,Y,49,
PC0214,19,O,1,1,Y,50,
PC0214,19,F,NA,NA,NA,51,
PC0214,19,F,,,,52,
PC0214,19,F,,,,53,
PC0214,19,F,,,,54,
PC0214,19,F,,,,55,
PC0214,19,FR,,,,56,
PC0214,19,FR,,,,57,
PC0214,19,FR,,,,58,
PC0214,19,FR,,,,59,
PC0214,19,FR,,,,60,
PC0214,19,FR,,,,61,
PC0214,19,FR,,,,62,
PC0214,19,FR,,,,63,
PC0229,19,O,1,0,Y,48,
PC0229,19,O,1,0,Y,49,MINI FLOWER DEFORMED
PC0229,19,F,NA,NA,NA,50,
PC0229,19,F,NA,NA,NA,51,
PC0229,19,F,,,,52,
PC0229,19,F,,,,53,
PC0229,19,F,,,,54,
PC0229,19,F,,,,55,
PC0229,19,F,,,,56,
PC0229,19,F,,,,57,
PC0229,19,F,,,,58,
PC0229,19,F,,,,59,
PC0229,19,F,,,,60,
PC0229,19,F,,,,61,
PC0229,19,F,,,,62,
PC0229,19,F,,,,63,
PB4296,20,C,,,,54,
PB4296,20,O,1,0,Y,55,
PB4296,20,O,1,0,Y,56,
PB4296,20,O,2,0,Y,57,
PB4296,20,O,4,0,N,58,
PB4296,20,O,4,0,N,59,
PB4296,20,O,4,0,N,60,
PB4296,20,F,,,,61,
PB4296,20,F,,,,62,
PB4296,20,F,,,,63,
PC0236,20,O,1,0,Y,48,
PC0236,20,O,1,0,Y,49,
PC0236,20,O,1,0,Y,50,
PC0236,20,F,NA,NA,NA,51,
PC0236,20,F,,,,52,
PC0236,20,F,,,,53,
PC0236,20,F,,,,54,
PC0236,20,F,,,,55,
PC0236,20,F,,,,56,
PC0236,20,F,,,,57,
PC0236,20,F,,,,58,
PC0236,20,F,,,,59,
PC0236,20,F,,,,60,
PC0236,20,F,,,,61,
PC0236,20,F,,,,62,
PC0236,20,F,,,,63,
PB0016,21,O,1,0,Y,48,
PB0016,21,O,1,0,Y,49,
PB0016,21,O,1,0,Y,50,
PB0016,21,F,NA,NA,NA,51,
PB0016,21,F,,,,52,
PB0016,21,F,,,,53,
PB0016,21,F,,,,54,
PB0016,21,F,,,,55,
PB0016,21,F,,,,56,
PB0016,21,F,,,,57,
PB0016,21,F,,,,58,
PB0016,21,F,,,,59,
PB0016,21,F,,,,60,
PB0016,21,F,,,,61,
PB0016,21,F,,,,62,
PB0016,21,F,,,,63,
PC0294,21,C,,,,54,
PC0294,21,C,,,,55,
PC0294,21,O,1,0,Y,56,
PC0294,21,O,1,0,Y,57,
PC0294,21,O,1,0,Y,58,
PC0294,21,O,2,0,Y,59,
PC0294,21,F,,,,60,
PC0294,21,F,,,,61,
PC0294,21,F,,,,62,
PC0294,21,F,,,,63,
PB0738,22,O,1,0,Y,48,
PB0738,22,O,1,0,Y,49,
PB0738,22,O,1,0,Y,50,
PB0738,22,F,NA,NA,NA,51,
PB0738,22,F,,,,52,
PB0738,22,F,,,,53,
PB0738,22,F,,,,54,
PB0738,22,F,,,,55,
PB0738,22,F,,,,56,
PB0738,22,F,,,,57,
PB0738,22,F,,,,58,
PB0738,22,F,,,,59,
PB0738,22,F,,,,60,
PB0738,22,F,,,,61,
PB0738,22,F,,,,62,
PB0738,22,F,,,,63,
PC2523,22,C,,,,54,
PC2523,22,O,1,0,Y,55,
PC2523,22,O,1,0,Y,56,
PC2523,22,O,1,0,Y,57,
PC2523,22,F,,,,58,
PC2523,22,F,,,,59,
PC2523,22,F,,,,60,
PC2523,22,F,,,,61,
PC2523,22,F,,,,62,
PC2523,22,F,,,,63,
PB0391,23,O,1,0,Y,48,
PB0391,23,O,1,0,Y,49,
PB0391,23,O,1,0,Y,50,
PB0391,23,O,1,0,Y,51,
PB0391,23,F,,,,52,
PB0391,23,F,,,,53,
PB0391,23,F,,,,54,
PB0391,23,F,,,,55,
PB0391,23,F,,,,56,
PB0391,23,F,,,,57,
PB0391,23,FR,,,,58,
PB0391,23,F,,,,59,
PB0391,23,F,,,,60,
PB0391,23,FR,,,,61,
PB0391,23,FR,,,,62,
PB0391,23,FR,,,,63,
PC0199,23,O,1,0,Y,48,
PC0199,23,O,1,0,Y,49,
PC0199,23,O,1,0,Y,50,
PC0199,23,F,NA,NA,NA,51,
PC0199,23,F,,,,52,
PC0199,23,F,,,,53,
PC0199,23,F,,,,54,
PC0199,23,F,,,,55,
PC0199,23,F,,,,56,
PC0199,23,FR,,,,57,
PC0199,23,FR,,,,58,
PC0199,23,FR,,,,59,
PC0199,23,FR,,,,60,
PC0199,23,FR,,,,61,
PC0199,23,FR,,,,62,
PC0199,23,FR,,,,63,
PC0845,23,C,,,,54,
PC0845,23,O,1,0,Y,55,
PC0845,23,O,1,0,Y,56,
PC0845,23,O,1,0,Y,57,
PC0845,23,F,,,,58,
PC0845,23,F,,,,59,
PC0845,23,F,,,,60,
PC0845,23,F,,,,61,
PC0845,23,FR,,,,62,
PC0845,23,FR,,,,63,
PC1906,24,C,,,,54,
PC1906,24,O,1,0,Y,55,
PC1906,24,O,1,0,Y,56,
PC1906,24,F,,,,57,
PC1906,24,F,,,,58,
PC1906,24,F,,,,59,
PC1906,24,F,,,,60,
PC1906,24,F,,,,61,
PC1906,24,FR,,,,62,
PC1906,24,FR,,,,63,
PC2517,24,O,1,0,Y,50,
PC2517,24,F,NA,NA,NA,51,
PC2517,24,F,,,,52,
PC2517,24,F,,,,53,
PC2517,24,F,,,,54,
PC2517,24,F,,,,55,
PC2517,24,F,,,,56,
PC2517,24,F,,,,57,
PC2517,24,F,,,,58,
PC2517,24,F,,,,59,
PC2517,24,F,,,,60,
PC2517,24,F,,,,61,
PC2517,24,F,,,,62,
PC2517,24,F,,,,63,
PC0156,25,O,1,0,Y,48,
PC0156,25,F,NA,NA,NA,49,DEFORM
PC0156,25,F,NA,NA,NA,50,
PC0156,25,F,NA,NA,NA,51,
PC0156,25,F,,,,52,
PC0156,25,F,,,,53,
PC0156,25,F,,,,54,
PC0156,25,F,,,,55,
PC0156,25,F,,,,56,
PC0156,25,F,,,,57,
PC0156,25,F,,,,58,
PC0156,25,F,,,,59,
PC0156,25,F,,,,60,
PC0156,25,F,,,,61,
PC0156,25,F,,,,62,
PC0156,25,F,,,,63,
PC0271,25,C,,,,54,
PC0271,25,O,1,0,Y,55,
PC0271,25,O,1,0,Y,56,
PC0271,25,F,,,,57,
PC0271,25,F,,,,58,EATEN
PC0271,25,F,,,,59,
PC0271,25,F,,,,60,
PC0271,25,F,,,,61,
PC0271,25,F,,,,62,
PC0271,25,F,,,,63,
PB0132,26,O,1,0,Y,50,
PB0132,26,O,1,0,Y,51,
PB0132,26,O,1,0,Y,52,
PB0132,26,F,,,,53,
PB0132,26,F,,,,54,
PB0132,26,F,,,,55,
PB0132,26,F,,,,56,
PB0132,26,F,,,,57,
PB0132,26,F,,,,58,
PB0132,26,F,,,,59,
PB0132,26,F,,,,60,
PB0132,26,F,,,,61,
PB0132,26,F,,,,62,
PB0132,26,F,,,,63,
PB0392,26,O,1,0,Y,50,
PB0392,26,O,1,0,Y,51,
PB0392,26,O,1,0,Y,52,
PB0392,26,F,,,,53,"BROKEN BRANCH, REMOVED"
PB0459,26,C,NA,0,N,48,
PB0459,26,F,4,3,N,49,DYING
PC0035,26,O,1,0,Y,54,
PC0035,26,O,1,0,Y,55,
PC0035,26,O,1,0,Y,56,
PC0035,26,F,,,,57,
PC0035,26,F,,,,58,
PC0035,26,F,,,,59,
PC0035,26,FR,,,,60,
PC0035,26,FR,,,,61,
PC0035,26,FR,,,,62,
PC0035,26,FR,,,,63,
PA0998,27,O,1,0,Y,48,
PA0998,27,O,1,0,Y,49,
PA0998,27,F,NA,NA,NA,50,
PA0998,27,F,NA,NA,NA,51,
PA0998,27,F,,,,52,
PA0998,27,F,,,,53,
PA0998,27,F,,,,54,
PA0998,27,F,,,,55,
PA0998,27,F,,,,56,
PA0998,27,F,,,,57,
PA0998,27,F,,,,58,
PA0998,27,F,,,,59,
PA0998,27,F,,,,60,
PA0998,27,F,,,,61,
PA0998,27,F,,,,62,
PA0998,27,F,,,,63,
PC0259,27,F,,,,54,PREDATED
PC0259,27,F,,,,55,
PC0259,27,F,,,,56,
PB0458,28,O,1,0,Y,50,
PB0458,28,O,1,0,Y,51,
PB0458,28,O,1,0,Y,52,
PB0458,28,O,1,0,Y,53,
PB0458,28,F,,,,54,
PB0458,28,F,,,,55,
PB0458,28,F,,,,56,
PB0458,28,F,,,,57,
PB0458,28,FR,,,,58,
PB0458,28,FR,,,,59,
PB0458,28,FR,,,,60,
PB0458,28,FR,,,,61,MISMATCH CHANGED F TO FR
PB0458,28,FR,,,,62,
PB0458,28,FR,,,,63,
PB0484,28,O,1,0,Y,54,
PB0484,28,O,1,0,Y,55,
PB0484,28,O,1,0,Y,56,
PB0484,28,F,,,,57,
PB0484,28,F,,,,58,
PB0484,28,F,,,,59,
PB0484,28,F,,,,60,
PB0484,28,F,,,,61,removed flower
PC0156,28,O,1,0,Y,49,
PC0156,28,O,1,0,Y,50,
PC0156,28,F,NA,NA,NA,51,
PC0156,28,F,,,,52,
PC0156,28,F,,,,53,
PC0156,28,F,,,,54,
PC0156,28,F,,,,55,
PC0156,28,F,,,,56,
PC0156,28,F,,,,57,
PC0156,28,F,,,,58,
PC0156,28,F,,,,59,
PC0156,28,F,,,,60,
PC0156,28,F,,,,61,
PC0156,28,F,,,,62,
PC0156,28,F,,,,63,
PB0022,29,O,1,0,Y,50,
PB0022,29,O,1,0,Y,51,
PB0022,29,O,1,0,Y,52,
PB0022,29,O,1,0,Y,53,
PB0022,29,O,1,0,Y,54,
PB0022,29,O,2,0,Y,55,
PB0022,29,O,4,0,N,56,
PB0022,29,O,4,0,N,57,
PB0022,29,F,,,,58,
PB0022,29,F,,,,59,
PB0022,29,F,,,,60,
PB0022,29,F,,,,61,
PB0022,29,F,,,,62,
PB0022,29,F,,,,63,
PC0042,29,C,,,,54,
PC0042,29,O,1,0,Y,55,
PC0042,29,O,1,0,Y,56,
PC0042,29,O,1,0,Y,57,
PC0042,29,F,,,,58,
PC0042,29,F,,,,59,
PC0042,29,F,,,,60,
PC0042,29,F,,,,61,
PC0042,29,F,,,,62,
PC0042,29,F,,,,63,
PA2495,30,O,1,0,Y,54,
PA2495,30,F,,,,55,
PA2495,30,F,,,,56,
PA2495,30,F,,,,57,
PA2495,30,F,,,,58,
PA2495,30,FR,,,,59,
PA2495,30,FR,,,,60,
PA2495,30,FR,,,,61,
PA2495,30,FR,,,,62,
PA2495,30,FR,,,,63,
PB0738,30,O,1,0,Y,54,
PB0738,30,O,1,0,Y,55,
PB0738,30,O,1,0,Y,56,
PB0738,30,O,1,0,Y,57,
PB0738,30,F,,,,58,
PB0738,30,F,,,,59,
PB0738,30,F,,,,60,
PB0738,30,F,,,,61,
PB0738,30,F,,,,62,
PB0738,30,F,,,,63,
PB1834,31,C,,,,54,
PC0271,31,O,1,0,Y,49,
PC0271,31,O,1,0,Y,50,
PC0271,31,F,,,,51,
PC0271,31,F,,,,52,
PC0271,31,F,,,,54,
PC0271,31,F,,,,55,
PC0271,31,F,,,,56,
PC0271,31,F,,,,57,
PC0271,31,F,,,,58,EATEN
PC0271,31,F,,,,59,
PC0271,31,F,,,,60,
PC0271,31,F,,,,61,
PC0271,31,F,,,,62,
PC0271,31,F,,,,63,
PB4298,32,O,1,0,Y,48,
PB4298,32,O,1,0,Y,49,
PB4298,32,O,1,0,Y,50,
PB4298,32,F,NA,NA,NA,51,
PB4298,32,F,,,,52,
PB4298,32,F,,,,53,
PB4298,32,F,,,,54,
PB4298,32,F,,,,55,
PB4298,32,F,,,,56,
PB4298,32,F,,,,57,
PB4298,32,F,,,,58,
PB4298,32,F,,,,59,
PB4298,32,F,,,,60,
PB4298,32,F,,,,61,
PB4298,32,F,,,,62,
PB4298,32,F,,,,63,
PC2505,32,O,1,0,Y,54,
PC2505,32,O,1,0,Y,55,
PC2505,32,O,1,0,Y,56,
PC2505,32,F,,,,57,
PC2505,32,F,,,,58,
PC2505,32,F,,,,59,
PC2505,32,F,,,,60,
PC2505,32,FR,,,,61,
PC2505,32,FR,,,,62,
PC2505,32,FR,,,,63,
PC0061,33,C,,,,54,
PC0061,33,O,1,0,Y,55,
PC0061,33,O,1,0,Y,56,
PC0061,33,O,1,0,Y,57,
PC0061,33,O,1,0,Y,58,
PC0061,33,F,,,,59,
PC0061,33,F,,,,60,
PC0061,33,F,,,,61,
PC0061,33,F,,,,62,
PC0061,33,F,,,,63,
PC0211,33,C,NA,0,N,48,
PC0211,33,O,1,0,Y,49,
PC0211,33,O,1,1,Y,50,
PC0211,33,F,NA,NA,NA,51,
PC0211,33,F,,,,52,
PC0211,33,F,,,,53,
PC0211,33,F,,,,54,
PC0211,33,F,,,,55,
PC0211,33,F,,,,56,
PC0211,33,F,,,,57,
PC0211,33,F,,,,58,
PC0211,33,F,,,,59,
PC0211,33,F,,,,60,
PC0211,33,F,,,,61,
PC0211,33,F,,,,62,
PC0211,33,F,,,,63,
PA0341,34,C,,,,54,
PA0341,34,O,1,0,Y,55,
PA0341,34,O,1,0,Y,56,
PA0341,34,O,2,0,Y,57,
PA0341,34,F,,,,58,
PA0341,34,F,,,,59,
PA0341,34,FR,,,,60,MISMATCH
PA0341,34,F,,,,61,MISMATCH
PA0341,34,FR,,,,62,MISMATCH
PA0341,34,F,,,,63,MISMATCH
PC0075,34,O,1,0,Y,49,
PC0075,34,O,1,0,Y,50,
PC0075,34,O,1,0,Y,51,
PC0075,34,F,,,,52,
PC0075,34,F,,,,54,
PC0075,34,F,,,,55,
PC0075,34,F,,,,56,
PC0075,34,F,,,,56,EATEN
PC0075,34,F,,,,58,EATEN
PC0075,34,F,,,,59,EATEN
PC0075,34,F,,,,60,
PC0075,34,F,,,,61,
PC0075,34,F,,,,62,
PC0075,34,F,,,,63,
PB0458,35,O,1,0,Y,54,
PB0458,35,O,1,0,Y,56,
PB0458,35,F,,,,57,
PB0458,35,F,,,,58,
PB0458,35,F,,,,59,
PB0458,35,F,,,,60,
PB0458,35,FR,,,,61,
PB0458,35,FR,,,,62,
PB0458,35,FR,,,,63,
PB4713,35,O,1,0,Y,48,
PB4713,35,O,1,0,Y,49,
PB4713,35,O,1,0,Y,50,
PB4713,35,O,1,0,Y,51,
PB4713,35,F,,,,52,
PB4713,35,F,,,,53,
PB4713,35,F,,,,54,FRUIT DEVELOPMENT
PB4713,35,FR,,,,55,
PB4713,35,FR,,,,56,
PB4713,35,FR,,,,57,
PB4713,35,FR,,,,58,
PB4713,35,FR,,,,59,
PB4713,35,FR,,,,60,
PB4713,35,FR,,,,61,
PB4713,35,FR,,,,62,
PB4713,35,FR,,,,63,
PB0200,36,O,1,0,Y,48,
PB0200,36,O,1,0,Y,49,
PB0200,36,O,1,0,Y,50,
PB0200,36,O,2,0,Y,51,
PB0200,36,O,2,0,Y,52,
PB0200,36,O,3,0,N,53,
PB0200,36,O,3,0,N,54,
PB0200,36,O,4,0,N,55,
PB0200,36,O,4,0,N,56,
PB0200,36,O,4,0,N,57,
PB0200,36,O,4,0,N,58,
PB0200,36,O,4,0,N,59,
PB0200,36,O,4,0,N,60,
PB0200,36,O,4,0,M,61,
PB0200,36,O,4,0,N,62,
PB0200,36,O,4,0,N,63,
PB0279,36,C,,,,54,
PB0279,36,O,1,0,Y,55,
PB0279,36,O,1,0,Y,56,
PB0279,36,O,2,0,Y,57,
PB0279,36,F,,,,58,
PB0279,36,F,,,,59,
PB0279,36,F,,,,60,
PB0279,36,F,,,,61,
PB0279,36,F,,,,62,
PB0279,36,FR,,,,63,
PB0526,36,O,1,0,Y,49,
PB0526,36,O,1,0,Y,50,
PB0526,36,O,1,0,Y,51,
PB0526,36,O,1,0,Y,52,
PB0526,36,F,,,,53,
PB0526,36,F,,,,54,
PB0526,36,F,,,,55,
PB0526,36,F,,,,56,
PB0738,37,C,,,,54,
PB0738,37,O,1,0,Y,56,
PB0738,37,O,1,0,Y,57,
PB0738,37,F,,,,58,
PB0738,37,F,,,,59,
PB0738,37,F,,,,60,
PB0738,37,F,,,,61,
PB0738,37,F,,,,62,
PB0738,37,F,,,,63,
PC0033,37,O,1,0,Y,49,
PC0033,37,O,1,0,Y,50,
PC0033,37,O,2,0,Y,51,
PC0033,37,F,,,,52,
PC0033,37,F,,,,54,
PC0033,37,F,,,,55,
PC0033,37,F,,,,56,
PC0033,37,F,,,,57,
PC0033,37,F,,,,58,
PC0033,37,F,,,,59,
PC0033,37,F,,,,60,
PC0033,37,F,,,,61,
PC0033,37,F,,,,62,
PC0033,37,F,,,,63,
PC0292,37,C,NA,0,N,48,
PC0292,37,O,1,0,Y,49,
PC0292,37,O,1,2,Y,50,
PC0292,37,O,2,0,Y,51,
PC0292,37,F,,,,52,
PC0292,37,F,,,,53,
PC0292,37,F,,,,54,
PC0292,37,F,,,,55,
PC0292,37,F,,,,56,
PC0292,37,F,,,,57,
PC0292,37,F,,,,58,RIGHT OF
PC0292,37,F,,,,59,
PC0292,37,F,,,,60,
PC0292,37,F,,,,61,
PC0292,37,F,,,,62,
PC0292,37,FR,,,,63,
PB0337,38,C,NA,0,N,48,
PB0337,38,O,1,0,Y,49,
PB0337,38,O,1,0,Y,50,
PB0337,38,F,NA,NA,NA,51,
PB0337,38,F,,,,52,
PB0337,38,F,,,,53,
PB0337,38,F,,,,54,
PB0337,38,F,,,,55,
PB0337,38,F,,,,56,
PB0337,38,F,,,,57,
PB0337,38,F,,,,58,
PB0337,38,F,,,,59,
PB0337,38,F,,,,60,
PB0337,38,F,,,,61,
PB0337,38,F,,,,62,
PB0337,38,FR,,,,63,
PC0143,38,C,,,,54,
PC0143,38,O,1,0,Y,55,
PC0143,38,O,1,0,Y,56,
PC0143,38,O,1,0,Y,57,
PC0143,38,O,2,1,Y,58,
PC0143,38,F,,,,59,
PC0143,38,F,,,,60,
PC0143,38,F,,,,61,
PC0143,38,FR,,,,62,
PC0143,38,FR,,,,63,
PC0224,38,C,NA,0,N,48,
PC0224,38,O,1,0,Y,49,
PC0224,38,O,1,0,Y,50,
PC0224,38,F,NA,NA,NA,51,
PC0224,38,F,,,,52,
PC0224,38,F,,,,53,
PC0224,38,F,,,,54,
PC0224,38,F,,,,55,
PC0224,38,F,,,,56,
PC0224,38,F,,,,57,
PC0224,38,F,,,,58,
PC0224,38,F,,,,59,
PC0224,38,F,,,,60,
PC0224,38,F,,,,61,
PC0224,38,F,,,,62,
PC0224,38,F,,,,63,
PC0231,38,O,1,0,Y,48,
PC0231,38,O,1,0,Y,49,
PC0231,38,O,1,0,Y,50,
PC0231,38,O,1,0,Y,51,
PC0231,38,F,,,,52,
PC0231,38,F,,,,53,
PC0231,38,F,,,,54,
PC0231,38,F,,,,55,
PC0231,38,FR,,,,56,
PC0231,38,F,,,,57,MISMATCH
PC0231,38,FR,,,,58,
PC0231,38,FR,,,,59,
PC0231,38,FR,,,,60,
PC0231,38,FR,,,,61,
PC0231,38,FR,,,,62,
PC0231,38,FR,,,,63,
PB1834,39,C,NA,0,N,50,
PB1834,39,O,1,0,Y,51,
PB1834,39,O,1,0,Y,52,
PB1834,39,O,1,0,Y,53,
PB1834,39,F,,,,54,
PB1834,39,F,,,,55,
PB2880,39,C,NA,0,N,48,
PB2880,39,O,1,0,Y,49,
PB2880,39,O,1,0,Y,50,
PB2880,39,O,1,0,Y,51,
PB2880,39,O,1,0,Y,52,
PB2880,39,F,,,,53,
PB2880,39,F,,,,54,
PB2880,39,F,,,,55,
PB2880,39,F,,,,56,
PB2880,39,F,,,,57,
PB2880,39,FR,,,,58,
PB2880,39,FR,,,,59,
PB2880,39,FR,,,,60,
PB2880,39,FR,,,,61,
PB2880,39,FR,,,,62,
PB2880,39,FR,,,,63,
PB4296,39,C,,,,54,
PB4296,39,O,1,0,Y,55,
PB4296,39,O,1,0,Y,56,
PB4296,39,O,1,0,Y,57,
PB4296,39,F,,,,58,
PB4296,39,F,,,,59,
PB4296,39,F,,,,60,
PB4296,39,FR,,,,61,
PB4296,39,FR,,,,62,
PB4296,39,FR,,,,63,
